variant,shrink,sigma_mult,season,window,asof_week,games_left,wins_mae,pace_mae,div_brier,div_brier_leader,div_brier_flat,div_ll,div_ll_flat,div_hit,po_brier,po_brier_flat,sb_ll,sb_ll_flat,conf_ll,conf_ll_flat,champ_rank,verdict
shrink0.1_sig1,0.1,1.0,mean,2023-25,17,,0.5452,0.5208,0.0557,0.0642,0.1875,0.3538,1.3863,0.875,0.0363,0.2461,2.3627,3.4657,1.4218,2.7726,3.6667,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2019-22,1,,2.2247,2.5703,0.1513,0.1875,0.1875,1.1387,1.3863,0.5938,0.21,0.2432,2.7047,3.4657,2.5109,2.7726,4.5,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2019-22,5,,1.7901,2.0859,0.1044,0.1367,0.1875,0.7331,1.3863,0.7188,0.146,0.2432,2.3696,3.4657,1.8725,2.7726,4.5,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2019-22,9,,1.3874,1.6484,0.0842,0.1328,0.1875,0.5821,1.3863,0.7188,0.1077,0.2432,2.4893,3.4657,1.6925,2.7726,4.75,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2019-22,13,,1.0545,1.25,0.0719,0.0977,0.1875,0.4983,1.3863,0.8438,0.0914,0.2432,2.7095,3.4657,1.8256,2.7726,6.0,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2019-22,17,,0.4437,0.5,0.0136,0.0156,0.1875,0.1122,1.3863,1.0,0.0501,0.2432,2.2102,3.4657,1.6206,2.7726,4.5,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2023-25,1,,2.5438,2.7396,0.1861,0.1875,0.1875,1.3998,1.3863,0.3333,0.2453,0.2461,3.4339,3.4657,2.7517,2.7726,12.3333,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2023-25,5,,2.0032,2.2083,0.1427,0.2127,0.1875,1.1105,1.3863,0.5417,0.1646,0.2461,3.198,3.4657,2.202,2.7726,10.3333,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2023-25,9,,1.695,1.8854,0.1485,0.2344,0.1875,1.0218,1.3863,0.5417,0.1547,0.2461,2.6369,3.4657,1.7772,2.7726,6.0,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2023-25,13,,1.1378,1.2812,0.1446,0.1719,0.1875,0.899,1.3863,0.5417,0.1179,0.2461,2.3351,3.4657,1.5029,2.7726,5.0,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2023-25,17,,0.5437,0.5208,0.0561,0.0642,0.1875,0.3558,1.3863,0.875,0.0363,0.2461,2.3604,3.4657,1.4461,2.7726,3.6667,not adopted
shrink0.2_sig1,0.2,1.0,mean,2019-22,1,,2.2199,2.5703,0.1512,0.1875,0.1875,1.1387,1.3863,0.5938,0.2101,0.2432,2.6982,3.4657,2.5174,2.7726,4.5,not adopted
shrink0.2_sig1,0.2,1.0,mean,2019-22,5,,1.7881,2.0859,0.1043,0.1367,0.1875,0.7314,1.3863,0.7188,0.1459,0.2432,2.3616,3.4657,1.8674,2.7726,4.5,not adopted
shrink0.2_sig1,0.2,1.0,mean,2019-22,9,,1.3848,1.6484,0.0839,0.1328,0.1875,0.5786,1.3863,0.7188,0.1074,0.2432,2.492,3.4657,1.6846,2.7726,4.75,not adopted
shrink0.2_sig1,0.2,1.0,mean,2019-22,13,,1.0529,1.25,0.0719,0.0977,0.1875,0.4992,1.3863,0.8438,0.0913,0.2432,2.7149,3.4657,1.8274,2.7726,6.0,not adopted
shrink0.2_sig1,0.2,1.0,mean,2019-22,17,,0.4436,0.5,0.0135,0.0156,0.1875,0.1117,1.3863,1.0,0.05,0.2432,2.2013,3.4657,1.6221,2.7726,4.5,not adopted
shrink0.2_sig1,0.2,1.0,mean,2023-25,1,,2.5431,2.7396,0.1867,0.1875,0.1875,1.4071,1.3863,0.3333,0.246,0.2461,3.4334,3.4657,2.7659,2.7726,12.3333,not adopted
shrink0.2_sig1,0.2,1.0,mean,2023-25,5,,2.0032,2.2083,0.1427,0.2127,0.1875,1.1153,1.3863,0.5417,0.1649,0.2461,3.2108,3.4657,2.2071,2.7726,10.3333,not adopted
shrink0.2_sig1,0.2,1.0,mean,2023-25,9,,1.6928,1.8854,0.1484,0.2344,0.1875,1.0229,1.3863,0.5417,0.1549,0.2461,2.6551,3.4657,1.779,2.7726,5.6667,not adopted
shrink0.2_sig1,0.2,1.0,mean,2023-25,13,,1.1373,1.2812,0.1449,0.1719,0.1875,0.9002,1.3863,0.5417,0.118,0.2461,2.3164,3.4657,1.4917,2.7726,5.0,not adopted
shrink0.2_sig1,0.2,1.0,mean,2023-25,17,,0.544,0.5208,0.056,0.0642,0.1875,0.3554,1.3863,0.875,0.0362,0.2461,2.3557,3.4657,1.4399,2.7726,3.6667,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2019-22,1,,2.2474,2.5703,0.1524,0.1875,0.1875,1.1417,1.3863,0.5938,0.2096,0.2432,2.7487,3.4657,2.5362,2.7726,5.0,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2019-22,5,,1.8013,2.0859,0.1049,0.1367,0.1875,0.7404,1.3863,0.7188,0.1452,0.2432,2.3777,3.4657,1.8776,2.7726,3.75,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2019-22,9,,1.4028,1.6484,0.0851,0.1328,0.1875,0.5894,1.3863,0.7188,0.1079,0.2432,2.465,3.4657,1.6897,2.7726,4.5,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2019-22,13,,1.0643,1.25,0.0721,0.0977,0.1875,0.4975,1.3863,0.8438,0.0918,0.2432,2.6694,3.4657,1.8166,2.7726,6.0,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2019-22,17,,0.4447,0.5,0.0139,0.0156,0.1875,0.1139,1.3863,1.0,0.0502,0.2432,2.2283,3.4657,1.6274,2.7726,4.25,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2023-25,1,,2.5474,2.7396,0.1842,0.1875,0.1875,1.3739,1.3863,0.3333,0.2426,0.2461,3.4042,3.4657,2.7018,2.7726,12.0,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2023-25,5,,2.0041,2.2083,0.1427,0.2127,0.1875,1.0927,1.3863,0.5417,0.1634,0.2461,3.127,3.4657,2.1809,2.7726,10.0,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2023-25,9,,1.7085,1.8854,0.1488,0.2344,0.1875,1.0131,1.3863,0.5417,0.1535,0.2461,2.6161,3.4657,1.7702,2.7726,5.6667,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2023-25,13,,1.1418,1.2812,0.143,0.1719,0.1875,0.886,1.3863,0.5417,0.1163,0.2461,2.3718,3.4657,1.5346,2.7726,5.6667,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2023-25,17,,0.5428,0.5208,0.0564,0.0642,0.1875,0.3575,1.3863,0.875,0.0362,0.2461,2.3803,3.4657,1.4817,2.7726,3.6667,not adopted
shrink0.3_sig1,0.3,1.0,mean,2019-22,1,,2.2463,2.5703,0.1524,0.1875,0.1875,1.142,1.3863,0.5938,0.2095,0.2432,2.7439,3.4657,2.535,2.7726,5.0,not adopted
shrink0.3_sig1,0.3,1.0,mean,2019-22,5,,1.8007,2.0859,0.1049,0.1367,0.1875,0.7399,1.3863,0.7188,0.1451,0.2432,2.374,3.4657,1.8721,2.7726,3.75,not adopted
shrink0.3_sig1,0.3,1.0,mean,2019-22,9,,1.402,1.6484,0.085,0.1328,0.1875,0.5889,1.3863,0.7188,0.1079,0.2432,2.4687,3.4657,1.6916,2.7726,4.75,not adopted
shrink0.3_sig1,0.3,1.0,mean,2019-22,13,,1.0637,1.25,0.0721,0.0977,0.1875,0.4973,1.3863,0.8438,0.0917,0.2432,2.6714,3.4657,1.8179,2.7726,6.25,not adopted
shrink0.3_sig1,0.3,1.0,mean,2019-22,17,,0.4446,0.5,0.0138,0.0156,0.1875,0.1137,1.3863,1.0,0.0502,0.2432,2.2269,3.4657,1.6287,2.7726,4.25,not adopted
shrink0.3_sig1,0.3,1.0,mean,2023-25,1,,2.5473,2.7396,0.1844,0.1875,0.1875,1.3764,1.3863,0.3333,0.2429,0.2461,3.3958,3.4657,2.689,2.7726,12.0,not adopted
shrink0.3_sig1,0.3,1.0,mean,2023-25,5,,2.004,2.2083,0.1427,0.2127,0.1875,1.0926,1.3863,0.5417,0.1634,0.2461,3.1203,3.4657,2.1827,2.7726,9.6667,not adopted
shrink0.3_sig1,0.3,1.0,mean,2023-25,9,,1.7079,1.8854,0.1488,0.2344,0.1875,1.0129,1.3863,0.5417,0.1537,0.2461,2.615,3.4657,1.7697,2.7726,6.0,not adopted
shrink0.3_sig1,0.3,1.0,mean,2023-25,13,,1.1414,1.2812,0.1431,0.1719,0.1875,0.8869,1.3863,0.5417,0.1164,0.2461,2.377,3.4657,1.5317,2.7726,5.6667,not adopted
shrink0.3_sig1,0.3,1.0,mean,2023-25,17,,0.5429,0.5208,0.0564,0.0642,0.1875,0.3573,1.3863,0.875,0.0362,0.2461,2.3788,3.4657,1.4806,2.7726,3.6667,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2019-22,1,,2.2733,2.5703,0.154,0.1875,0.1875,1.1485,1.3863,0.5938,0.2097,0.2432,2.7827,3.4657,2.521,2.7726,5.0,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2019-22,5,,1.8159,2.0859,0.1055,0.1367,0.1875,0.7505,1.3863,0.6875,0.1451,0.2432,2.4263,3.4657,1.8922,2.7726,4.25,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2019-22,9,,1.4204,1.6484,0.0857,0.1328,0.1875,0.5956,1.3863,0.7188,0.1083,0.2432,2.4562,3.4657,1.6992,2.7726,4.5,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2019-22,13,,1.0762,1.25,0.0724,0.0977,0.1875,0.496,1.3863,0.8438,0.0921,0.2432,2.6468,3.4657,1.8207,2.7726,6.25,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2019-22,17,,0.4458,0.5,0.0141,0.0156,0.1875,0.1155,1.3863,1.0,0.0504,0.2432,2.2653,3.4657,1.6399,2.7726,4.25,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2023-25,1,,2.5525,2.7396,0.183,0.1875,0.1875,1.3584,1.3863,0.375,0.2411,0.2461,3.3662,3.4657,2.6421,2.7726,12.0,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2023-25,5,,2.0081,2.2083,0.1432,0.2127,0.1875,1.0821,1.3863,0.5417,0.1624,0.2461,3.1034,3.4657,2.1798,2.7726,10.0,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2023-25,9,,1.723,1.8854,0.1489,0.2344,0.1875,1.0065,1.3863,0.5417,0.1528,0.2461,2.6464,3.4657,1.8026,2.7726,6.3333,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2023-25,13,,1.1495,1.2812,0.1418,0.1719,0.1875,0.8791,1.3863,0.5417,0.1152,0.2461,2.374,3.4657,1.5528,2.7726,5.6667,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2023-25,17,,0.5417,0.5208,0.0568,0.0642,0.1875,0.3598,1.3863,0.875,0.0363,0.2461,2.4083,3.4657,1.5054,2.7726,3.6667,not adopted
shrink0_sig1,0.0,1.0,mean,2019-22,1,,2.1763,2.5703,0.1503,0.1875,0.1875,1.1464,1.3863,0.5938,0.2136,0.2432,2.6559,3.4657,2.6313,2.7726,4.75,base
shrink0_sig1,0.0,1.0,mean,2019-22,5,,1.7662,2.0859,0.104,0.1367,0.1875,0.7207,1.3863,0.6562,0.1479,0.2432,2.2982,3.4657,1.8635,2.7726,4.25,base
shrink0_sig1,0.0,1.0,mean,2019-22,9,,1.3642,1.6484,0.0829,0.1328,0.1875,0.5655,1.3863,0.6875,0.1069,0.2432,2.5067,3.4657,1.671,2.7726,4.75,base
shrink0_sig1,0.0,1.0,mean,2019-22,13,,1.0357,1.25,0.0714,0.0977,0.1875,0.5013,1.3863,0.8438,0.0909,0.2432,2.7745,3.4657,1.8207,2.7726,6.25,base
shrink0_sig1,0.0,1.0,mean,2019-22,17,,0.4426,0.5,0.0129,0.0156,0.1875,0.1079,1.3863,1.0,0.0496,0.2432,2.1688,3.4657,1.6207,2.7726,4.5,base
shrink0_sig1,0.0,1.0,mean,2023-25,1,,2.5418,2.7396,0.1925,0.1875,0.1875,1.4891,1.3863,0.3333,0.2535,0.2461,3.6715,3.4657,2.9536,2.7726,12.6667,base
shrink0_sig1,0.0,1.0,mean,2023-25,5,,2.0041,2.2083,0.1423,0.2127,0.1875,1.1632,1.3863,0.5,0.1679,0.2461,3.2813,3.4657,2.2362,2.7726,10.3333,base
shrink0_sig1,0.0,1.0,mean,2023-25,9,,1.6671,1.8854,0.1504,0.2344,0.1875,1.0821,1.3863,0.5417,0.1582,0.2461,2.6401,3.4657,1.7494,2.7726,5.6667,base
shrink0_sig1,0.0,1.0,mean,2023-25,13,,1.1363,1.2812,0.1483,0.1719,0.1875,0.9278,1.3863,0.5417,0.1209,0.2461,2.3335,3.4657,1.4585,2.7726,5.6667,base
shrink0_sig1,0.0,1.0,mean,2023-25,17,,0.5469,0.5208,0.0556,0.0642,0.1875,0.3531,1.3863,0.875,0.0365,0.2461,2.3726,3.4657,1.3999,2.7726,3.6667,base
shrink0_sig1.15,0.0,1.15,mean,2019-22,1,,2.2023,2.5703,0.1508,0.1875,0.1875,1.1395,1.3863,0.5625,0.2115,0.2432,2.691,3.4657,2.5937,2.7726,5.0,not adopted
shrink0_sig1.15,0.0,1.15,mean,2019-22,5,,1.78,2.0859,0.1041,0.1367,0.1875,0.7259,1.3863,0.6875,0.1464,0.2432,2.3357,3.4657,1.8729,2.7726,4.25,not adopted
shrink0_sig1.15,0.0,1.15,mean,2019-22,9,,1.3761,1.6484,0.0833,0.1328,0.1875,0.5723,1.3863,0.6875,0.1072,0.2432,2.5083,3.4657,1.6915,2.7726,4.75,not adopted
shrink0_sig1.15,0.0,1.15,mean,2019-22,13,,1.0471,1.25,0.0717,0.0977,0.1875,0.4995,1.3863,0.8438,0.0912,0.2432,2.7402,3.4657,1.8303,2.7726,6.5,not adopted
shrink0_sig1.15,0.0,1.15,mean,2019-22,17,,0.4429,0.5,0.0133,0.0156,0.1875,0.1105,1.3863,1.0,0.0499,0.2432,2.1814,3.4657,1.6154,2.7726,4.5,not adopted
shrink0_sig1.15,0.0,1.15,mean,2023-25,1,,2.5411,2.7396,0.1885,0.1875,0.1875,1.4314,1.3863,0.3333,0.2488,0.2461,3.5176,3.4657,2.8054,2.7726,12.0,not adopted
shrink0_sig1.15,0.0,1.15,mean,2023-25,5,,2.0036,2.2083,0.1424,0.2127,0.1875,1.1255,1.3863,0.5417,0.1657,0.2461,3.1794,3.4657,2.2226,2.7726,10.0,not adopted
shrink0_sig1.15,0.0,1.15,mean,2023-25,9,,1.6827,1.8854,0.1488,0.2344,0.1875,1.0399,1.3863,0.5417,0.156,0.2461,2.6872,3.4657,1.7845,2.7726,6.3333,not adopted
shrink0_sig1.15,0.0,1.15,mean,2023-25,13,,1.1356,1.2812,0.146,0.1719,0.1875,0.9075,1.3863,0.5417,0.1188,0.2461,2.3141,3.4657,1.4784,2.7726,5.0,not adopted
shrink0_sig1.15,0.0,1.15,mean,2023-25,17,,0.5447,0.5208,0.0558,0.0642,0.1875,0.3542,1.3863,0.875,0.0363,0.2461,2.3616,3.4657,1.4292,2.7726,3.6667,not adopted
shrink0.1_sig1,0.1,1.0,mean,2019-22,all,,1.3662,1.6109,0.0845,0.1141,0.1875,0.6089,1.3863,0.7625,0.1214,0.2432,2.4943,3.4657,1.9223,2.7726,5.05,not adopted
shrink0.1_sig1,0.1,1.0,mean,2023-25,all,,1.5807,1.7271,0.1366,0.1741,0.1875,0.9776,1.3863,0.5583,0.1457,0.2461,2.7983,3.4657,1.9355,2.7726,7.4,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2019-22,all,,1.3801,1.6109,0.0851,0.1141,0.1875,0.6129,1.3863,0.775,0.121,0.2432,2.4967,3.4657,1.9044,2.7726,4.85,not adopted
shrink0.1_sig1.15,0.1,1.15,mean,2023-25,all,,1.5847,1.7271,0.1356,0.1741,0.1875,0.9574,1.3863,0.5667,0.1437,0.2461,2.7929,3.4657,1.936,2.7726,7.4667,not adopted
shrink0.2_sig1,0.2,1.0,mean,2019-22,all,,1.3779,1.6109,0.085,0.1141,0.1875,0.6119,1.3863,0.775,0.121,0.2432,2.4936,3.4657,1.9038,2.7726,4.85,not adopted
shrink0.2_sig1,0.2,1.0,mean,2023-25,all,,1.5841,1.7271,0.1357,0.1741,0.1875,0.9602,1.3863,0.5667,0.144,0.2461,2.7943,3.4657,1.9367,2.7726,7.4,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2019-22,all,,1.3921,1.6109,0.0857,0.1141,0.1875,0.6166,1.3863,0.775,0.1209,0.2432,2.4979,3.4657,1.9095,2.7726,4.7,not adopted
shrink0.2_sig1.15,0.2,1.15,mean,2023-25,all,,1.5889,1.7271,0.135,0.1741,0.1875,0.9446,1.3863,0.5667,0.1424,0.2461,2.7799,3.4657,1.9338,2.7726,7.4,not adopted
shrink0.3_sig1,0.3,1.0,mean,2019-22,all,,1.3915,1.6109,0.0856,0.1141,0.1875,0.6164,1.3863,0.775,0.1209,0.2432,2.497,3.4657,1.909,2.7726,4.8,not adopted
shrink0.3_sig1,0.3,1.0,mean,2023-25,all,,1.5887,1.7271,0.1351,0.1741,0.1875,0.9452,1.3863,0.5667,0.1425,0.2461,2.7774,3.4657,1.9307,2.7726,7.4,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2019-22,all,,1.4063,1.6109,0.0863,0.1141,0.1875,0.6212,1.3863,0.7688,0.1211,0.2432,2.5155,3.4657,1.9146,2.7726,4.85,not adopted
shrink0.3_sig1.15,0.3,1.15,mean,2023-25,all,,1.595,1.7271,0.1348,0.1741,0.1875,0.9372,1.3863,0.575,0.1416,0.2461,2.7796,3.4657,1.9365,2.7726,7.5333,not adopted
shrink0_sig1,0.0,1.0,mean,2019-22,all,,1.357,1.6109,0.0843,0.1141,0.1875,0.6084,1.3863,0.7562,0.1218,0.2432,2.4808,3.4657,1.9214,2.7726,4.9,base
shrink0_sig1,0.0,1.0,mean,2023-25,all,,1.5792,1.7271,0.1378,0.1741,0.1875,1.0031,1.3863,0.5583,0.1474,0.2461,2.8598,3.4657,1.9595,2.7726,7.6,base
shrink0_sig1.15,0.0,1.15,mean,2019-22,all,,1.3697,1.6109,0.0846,0.1141,0.1875,0.6095,1.3863,0.7562,0.1212,0.2432,2.4913,3.4657,1.9208,2.7726,5.0,not adopted
shrink0_sig1.15,0.0,1.15,mean,2023-25,all,,1.5815,1.7271,0.1363,0.1741,0.1875,0.9717,1.3863,0.5667,0.1451,0.2461,2.812,3.4657,1.944,2.7726,7.4,not adopted
